
=== Global Cycle 1 | BusLocked=0 | BusFreeAt=0 | BusOwner=-1 ===
=== Global Cycle 301 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 302 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 303 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 304 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 305 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 306 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 307 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 308 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 309 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 310 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 311 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 312 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 313 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 314 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 315 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 316 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===

=== Global Cycle 317 | BusLocked=1 | BusFreeAt=317 | BusOwner=3 ===
[Cycle 317] BUS UNLOCKED (was held by Core 3)
[Cycle 317] Core 0 granted BUS (requested at cycle 102)
[Cycle 317] BUS will be held for 100 cycles, free at cycle 417
========== Cycle 317 ==========
Core 0: WRITE 0x7e1ac04c - MISS [Set: 2, Tag: 0xfc358] State: M | Exec time: 101 cycles | Idle time: 0 cycles
  → Bus: Cache-to-cache transfer
================================


=== Global Cycle 318 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 319 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 320 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 321 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 322 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 323 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 324 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 325 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 326 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 327 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 328 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 329 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 330 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 331 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 332 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 333 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 334 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 335 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 336 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 337 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 338 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 339 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 340 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 341 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 342 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 343 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 344 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 345 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 346 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 347 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 348 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 349 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 350 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 351 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 352 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 353 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 354 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 355 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 356 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 357 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 358 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 359 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 360 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 361 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 362 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 363 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 364 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 365 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 366 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 367 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 368 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 369 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 370 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 371 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 372 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 373 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 374 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 375 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 376 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 377 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 378 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 379 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 380 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 381 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 382 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 383 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 384 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 385 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 386 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 387 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 388 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 389 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 390 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 391 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 392 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 393 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 394 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 395 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 396 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 397 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 398 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 399 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 400 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 401 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 402 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 403 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 404 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 405 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 406 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 407 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 408 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 409 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 410 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 411 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 412 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 413 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 414 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 415 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 416 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===

=== Global Cycle 417 | BusLocked=1 | BusFreeAt=417 | BusOwner=0 ===
[Cycle 417] BUS UNLOCKED (was held by Core 0)
[Cycle 417] Core 1 granted BUS (requested at cycle 118)
[Cycle 417] BUS will be held for 16 cycles, free at cycle 433
========== Cycle 417 ==========
Core 1: READ 0x7e1ac04c - MISS [Set: 2, Tag: 0xfc358] State: S | Exec time: 17 cycles | Idle time: 32 cycles
  → Bus: Memory access
================================


=== Global Cycle 418 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 419 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 420 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 421 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 422 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 423 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 424 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 425 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 426 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 427 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 428 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 429 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 430 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 431 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 432 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===

=== Global Cycle 433 | BusLocked=1 | BusFreeAt=433 | BusOwner=1 ===
[Cycle 433] BUS UNLOCKED (was held by Core 1)
[Cycle 433] Core 2 granted BUS (requested at cycle 218)
[Cycle 433] BUS will be held for 16 cycles, free at cycle 449
========== Cycle 433 ==========
Core 2: READ 0x7e1ac04c - MISS [Set: 2, Tag: 0xfc358] State: S | Exec time: 17 cycles | Idle time: 0 cycles
  → Bus: Memory access
================================


=== Global Cycle 434 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 435 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 436 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 437 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 438 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 439 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 440 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 441 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 442 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 443 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 444 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 445 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 446 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 447 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 448 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===

=== Global Cycle 449 | BusLocked=1 | BusFreeAt=449 | BusOwner=2 ===
[Cycle 449] BUS UNLOCKED (was held by Core 2)
[Cycle 449] Core 3 granted BUS (requested at cycle 318)
[Cycle 449] BUS will be held for 100 cycles, free at cycle 549
========== Cycle 449 ==========
Core 3: WRITE 0x7e1ac04c - MISS [Set: 2, Tag: 0xfc358] State: M | Exec time: 101 cycles | Idle time: 0 cycles
  → Bus: Cache-to-cache transfer
================================


=== Global Cycle 450 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 451 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 452 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 453 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 454 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 455 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 456 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 457 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 458 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 459 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 460 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 461 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 462 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 463 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 464 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 465 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 466 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 467 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 468 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 469 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 470 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 471 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 472 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 473 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 474 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 475 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 476 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 477 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 478 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 479 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 480 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 481 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 482 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 483 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 484 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 485 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 486 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 487 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 488 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 489 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 490 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 491 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 492 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 493 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 494 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 495 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 496 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 497 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 498 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 499 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 500 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 501 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 502 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 503 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 504 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 505 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 506 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 507 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 508 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 509 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 510 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 511 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 512 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 513 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 514 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 515 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 516 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 517 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 518 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 519 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 520 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 521 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 522 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 523 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 524 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 525 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 526 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 527 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 528 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 529 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 530 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 531 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 532 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 533 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 534 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 535 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 536 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 537 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 538 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 539 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 540 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 541 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 542 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 543 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 544 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 545 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 546 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 547 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 548 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===

=== Global Cycle 549 | BusLocked=1 | BusFreeAt=549 | BusOwner=3 ===
[Cycle 549] BUS UNLOCKED (was held by Core 3)

=== Global Cycle 550 | BusLocked=0 | BusFreeAt=549 | BusOwner=-1 ===
Cache Simulation Results:
=========================

Core 0 Statistics:
  Read instructions: 1
  Write instructions: 1
  Total memory references: 2
  Cache misses: 2
  Cache hits: 0
  Miss rate: 100.000000%
  Cache evictions: 0
  Cache writebacks: 1
  Total execution cycles: 218
  Idle cycles: 216

Core 1 Statistics:
  Read instructions: 2
  Write instructions: 0
  Total memory references: 2
  Cache misses: 2
  Cache hits: 0
  Miss rate: 100.000000%
  Cache evictions: 0
  Cache writebacks: 0
  Total execution cycles: 402
  Idle cycles: 400

Core 2 Statistics:
  Read instructions: 1
  Write instructions: 1
  Total memory references: 2
  Cache misses: 2
  Cache hits: 0
  Miss rate: 100.000000%
  Cache evictions: 0
  Cache writebacks: 1
  Total execution cycles: 334
  Idle cycles: 332

Core 3 Statistics:
  Read instructions: 0
  Write instructions: 2
  Total memory references: 2
  Cache misses: 2
  Cache hits: 0
  Miss rate: 100.000000%
  Cache evictions: 0
  Cache writebacks: 0
  Total execution cycles: 350
  Idle cycles: 348

Global Statistics:
  Total invalidations on the bus: 0
  Total data traffic on the bus: 0 bytes

